psraid,sample,int_date,version,cregion,usr,q6a,q6b,q7,pay1a,pay1b,pay1c,pay1d,pay1e,pay1f,pay1g,pay1h,pay1i,pay1j,pay1k,pay1l,pay1m,pay1n,pay1o,pay1p,pay2a,pay2b,pay2c,pay3,pay4,ql1,ql1a,qc1,hh1,emp,par,sex,age,educ,hisp,race,inc,activ75,activ87,activ112,income,iphoneuse,hphoneuse,recage,receduc,racethn,weight,standwt
101151,1,100910,2,4,S,2,2, , , , , , , , , , , , , , , , , , , , , , ,1, , ,2,3,2,1,67,3,2,1,7, , , ,4,2,2,6,2,1,2.70588235294118,.859661992731086
101158,1,101010,2,1,S,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,100,10,1, , ,2,1,1,1,44,7,2,1,8,1,2,3,4,2,2,3,4,1,3.23529411764706,1.02785673043934
101169,1,100910,2,4,S,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2, ,10,1, , ,2,1,2,2,28,7,2,1,6,2,1,3,3,2,2,2,4,1,2.47058823529412,.784908775971862
101172,1,100910,2,4,U,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2, ,0,1, , ,3,1,2,2,48,4,1,1,6,2,3,3,3,2,2,4,2,3,4.52941176470588,1.43899942261508
200002,2,100710,1,3,S,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2, ,9998, , ,2,9,1,2,1,39,3,2,3,4,1,1,1,2,3,3,3,2,4,8.17647058823529,2.59767428238307
200018,2,100710,1,4,S,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,2,1,3,2,1,75,3,1,9,2, , , ,1,3,3,6,2,3,5.94117647058824,1.88751872317043
200035,2,100810,2,3,U,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , ,2,1,3,2,1,58,6,2,2,2,3,3,3,1,3,3,5,4,2,1.94117647058824,.616714038263605
200040,2,100710,1,4,U,1,1,1,1,2,2,1,1,1,8,2,2,2,1,2,2,2,2,2,2,1,1,60,10, , ,2,2,6,2,1,25,5,1,1,3,2,1,3,1,3,3,2,3,3,8.17647058823529,2.59767428238307
200052,2,100910,2,3, ,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , ,1,2,3,2,2,58,3,2,1,2,3,3,3,1,2,2,5,2,1,1.76470588235294,.560649125694187
200055,2,100710,1,4,U,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,2,2,1,2,1,150,50, , ,1,2,1,1,2,57,7,2,1,7,3,1,3,4,2,2,5,4,1,1.47058823529412,.467207604745156
200079,2,100710,1,1,U,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2, ,30, , ,2,2,1,2,2,25,6,1,6,5,3,1,2,2,3,3,2,4,3,7.94117647058824,2.52292106562384
200086,2,100710,1,3,S,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2, ,12, , ,1,1,1,2,2,26,6,2,2,5,2,1,3,2,2,2,2,4,2,1,.317701171226706
200091,2,100710,1,1,U,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2, ,0, , ,2,2,1,2,2,29,7,2,5,2,3,1,3,1,3,3,2,4,4,4.29411764705882,1.36424620585585
200096,2,100910,2,1,U,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,2,1,5,1,1,48,2,1,1,1, , , ,1,3,3,4,1,3,8.17647058823529,2.59767428238307
200106,2,100710,1,3,S,1,1,1,1,2,1,1,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2, ,20, , ,2,2,1,2,1,40,5,2,2,7,3,1,1,4,3,3,3,3,2,4.05882352941176,1.28949298909663
200132,2,100710,1,3,S,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,2,1,3,2,1,46,2,2,1,2, , , ,1,3,3,4,1,1,5.94117647058824,1.88751872317043
200134,2,100710,1,1,U,1,1,2,1,2,2,2,2,2,2,2,2,8,2,2,2,2,2,2,2,8,2, ,0, , ,1,2,1,1,1,56,6,2,1,5,2,3,3,2,2,2,5,4,1,2.11764705882353,.672778950833024
200138,2,100710,1,3,U,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,1,4,3,2,2,67,2,2,1,4, , , ,2,2,2,6,1,1,3.17647058823529,1.00916842624954
200144,2,100910,2,3,S,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , ,2,2,1,2,2,52,5,2,1,5,3,1,3,2,3,3,4,3,1,3.82352941176471,1.2147397723374
200173,2,100710,1,1,S,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2, ,2, , ,2,2,1,2,2,22,2,2,1,3,2,1,3,1,3,3,1,1,1,8.17647058823529,2.59767428238307
200198,2,100710,1,1,S,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,150,0, , ,1,2,1,1,1,40,6,2,1,8,1,2,3,4,2,2,3,4,1,3.35294117647059,1.06523333881896
200213,2,100910,2,4,S,1,1,1,1,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,100,5, , ,2,2,4,2,2,20,5,1,1,8,2,2,3,4,3,3,1,3,3,5.23529411764706,1.66325907289275
200229,2,100710,1,4,U,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , ,2,2,4,2,2,21,5,2,1,99,3,1,3,9,3,3,1,3,1,4,1.27080468490682
200237,2,100710,1,3,S,1,1,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2, ,5, , ,1,2,2,1,2,40,6,2,1,7,2,1,3,4,2,2,3,4,1,3.47058823529412,1.10260994719857
200241,2,100710,1,1,S,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,2,1,3,2,1,63,2,2,2,1, , , ,1,3,3,5,1,2,4.64705882352941,1.47637603099469
200252,2,100710,1,2,R,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,0, , ,1,4,1,1,2,46,5,2,1,6,3,3,3,3,2,2,4,3,1,1.70588235294118,.541960821504381
200265,2,100710,1,3,R,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,1,3,1,2,2,53,3,2,2,1, , , ,1,2,2,4,2,2,2,.635402342453412
200267,2,101010,2,3,U,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2, ,4, , ,2,2,1,2,2,22,6,2,1,6,3,1,3,3,3,3,1,4,1,1.94117647058824,.616714038263605
200279,2,100710,1,2,S,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,1, , ,2,2,2,1,2,26,6,2,1,5,2,1,3,2,3,3,2,4,1,4.82352941176471,1.53244094356411
200296,2,100710,1,2,S,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,1,1,31,2,2,1,99, , , ,2,3,3,2,1,1,8.17647058823529,2.59767428238307
200300,2,100710,1,3,U,1,1,1,2,1,2,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,1,400,0, , ,1,2,1,1,2,39,6,2,1,9,1,2,3,4,2,2,3,4,1,5.64705882352941,1.7940772022214
200307,2,100710,1,2,U,1,1,1,2,1,1,1,1,2,2,2,1,2,1,1,2,2,2,2,2,2,1,12,1, , ,2,1,1,1,1,31,7,1,2,5,2,3,3,2,3,3,2,4,3,5.35294117647059,1.70063568127237
200309,2,100910,2,2,U,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , ,2,1,5,1,2,42,2,2,1,99,3,3,3,1,3,3,3,1,1,8.17647058823529,2.59767428238307
200338,2,100810,2,4,R,1,2,2,1,2,2,2,2,2,2,2,2,2,8,2,2,2,2,2,2,2,2, ,0, , ,2,4,1,1,1,61,3,1,1,4,3,3,3,2,3,3,5,2,3,5.52941176470588,1.75670059384179
200343,2,100810,2,4,U,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , ,1,9,9,9,1,99,9,1,1,99,3,3,1,9,2,2,9,9,3,3.94117647058824,1.25211638071702
200377,2,100810,2,3,S,1,1,1,2,2,1,2,2,1,2,2,2,2,1,1,1,2,2,2,1,2,2, ,42, , ,2,3,1,1,1,47,3,2,1,9,2,2,3,4,3,3,4,2,1,5.05882352941176,1.60719416032334
200378,2,100910,2,2,R,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , ,2,3,2,2,1,20,5,2,1,6,3,2,3,3,3,3,1,3,1,4.17647058823529,1.32686959747624
200398,2,100810,2,4,S,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2, ,60, , ,1,2,1,2,2,50,7,2,4,9,2,3,3,4,2,2,4,4,4,3.17647058823529,1.00916842624954
200399,2,100810,2,4,S,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2, ,0, , ,2,2,1,2,1,33,7,2,1,6,3,3,3,3,3,3,2,4,1,4.29411764705882,1.36424620585585
200424,2,100810,2,3,S,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,10,10, , ,1,1,1,2,2,43,3,2,2,5,3,1,3,2,2,2,3,2,2,3.88235294117647,1.23342807652721
200430,2,100810,2,3,S,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , ,2,3,4,1,1,41,3,2,1,4,3,2,3,2,3,3,3,2,1,7.11764705882353,2.26128480696655
200432,2,100810,2,2,S,1,1,1,2,1,1,1,1,2,2,2,1,2,2,1,2,2,2,2,2,2,1,100,20, , ,1,2,1,1,2,40,7,2,1,9,2,2,3,4,2,2,3,4,1,2.88235294117647,.915726905300505
200437,2,100810,2,1,S,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , ,1,5,1,2,1,60,3,2,2,99,3,3,3,9,2,2,5,2,2,2.29411764705882,.728843863402443
200438,2,100910,2,3,S,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,2,2,55,4,2,1,2, , , ,1,3,3,5,2,1,3.35294117647059,1.06523333881896
200444,2,100810,2,1,U,1,1,1,1,2,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2, ,1, , ,1,3,2,2,2,59,3,2,1,6,3,1,3,3,2,2,5,2,1,4.05882352941176,1.28949298909663
