psraid,sample,int_date,version,cregion,usr,q6a,q6b,q7,pay1a,pay1b,pay1c,pay1d,pay1e,pay1f,pay1g,pay1h,pay1i,pay1j,pay1k,pay1l,pay1m,pay1n,pay1o,pay1p,pay2a,pay2b,pay2c,pay3,pay4,ql1,ql1a,qc1,hh1,emp,par,sex,age,educ,hisp,race,inc,activ75,activ87,activ112,income,iphoneuse,hphoneuse,recage,receduc,racethn,weight,standwt
100631,1,100710,1,2,S,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,1, , ,2,1,2,1,99,7,9,9,99,3,2,3,9,2,2,9,4,9,1.35294117647059,.429830996365543
100633,1,101010,2,3,U,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1, , ,2,1,2,2,53,6,2,1,6,3,1,3,3,2,2,4,4,1,2.41176470588235,.766220471782055
100634,1,101010,2,2,S,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2, ,2,1, , ,3,1,1,2,46,7,2,1,8,2,3,3,4,2,2,4,4,1,3.58823529411765,1.13998655557818
100657,1,101010,2,2,S,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,15,1, , ,2,3,2,1,85,7,2,1,6,2,3,3,3,2,2,6,4,1,2.23529411764706,.710155559212637
100658,1,101010,2,2,U,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1, , ,3,1,2,2,57,7,2,1,5,3,3,3,2,2,2,5,4,1,2.23529411764706,.710155559212637
100664,1,100910,2,3,S,1,1,1,2,2,2,2,2,2,2,2,2,2,2,8,2,2,2,2, , , , , ,2,2, ,2,6,2,2,43,6,2,2,99,3,3,3,9,1,1,3,4,2,4.76470588235294,1.5137526393743
100668,1,100710,1,4,S,2,2, , , , , , , , , , , , , , , , , , , , , , ,2,2, ,2,4,2,1,42,3,2,2,3, , , ,1,1,1,3,2,2,8.17647058823529,2.59767428238307
100669,1,100910,2,4,R,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1, , ,4,1,2,2,20,6,2,1,99,3,1,3,9,2,2,1,4,1,1.23529411764706,.392454387985931
100679,1,100710,1,4,R,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2, ,9998,1, , ,1,3,2,2,76,7,2,1,99,3,3,3,4,2,2,6,4,1,1,.317701171226706
100692,1,100710,1,3,S,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,1, , ,1,3,2,2,80,5,2,1,99,3,3,3,9,2,2,6,3,1,1,.317701171226706
100697,1,100910,2,4,S,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,0,1, , ,3,1,2,2,50,6,2,2,7,3,2,2,4,2,2,4,4,2,1.94117647058824,.616714038263605
100702,1,100710,1,2,S,1,1,1,1,1,2,2,2,1,2,2,2,1,1,1,2,1,2,2,1,2,2, ,9998,1, , ,3,1,2,2,99,5,2,1,8,3,1,3,4,2,2,9,3,1,1.58823529411765,.504584213124768
100712,1,101010,2,4,S,2,2, , , , , , , , , , , , , , , , , , , , , , ,2,2, ,1,3,2,2,99,3,2,1,99, , , ,9,1,1,9,2,1,3,.953103513680118
100727,1,100710,1,4,R,2,2, , , , , , , , , , , , , , , , , , , , , , ,2,2, ,1,3,2,1,57,5,2,1,2, , , ,1,1,1,5,3,1,2.88235294117647,.915726905300505
100730,1,100710,1,4,S,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2, ,0,1, , ,2,3,2,1,72,6,2,4,99,3,2,3,3,2,2,6,4,4,1.94117647058824,.616714038263605
100740,1,100710,1,4,S,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,9998,10,1, , ,3,2,1,2,50,6,2,1,5,3,2,3,2,2,2,4,4,1,3.17647058823529,1.00916842624954
100751,1,100710,1,4,U,1,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2, ,0,1, , ,2,1,2,2,50,6,2,1,99,1,3,3,9,2,2,4,4,1,3.17647058823529,1.00916842624954
100791,1,100810,2,2,S,2,2, , , , , , , , , , , , , , , , , , , , , , ,1, , ,1,3,2,2,86,1,2,1,2, , , ,1,2,2,6,1,1,1.82352941176471,.579337429883993
100797,1,100910,2,3,R,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2, ,0,1, , ,2,1,2,1,64,3,2,1,8,1,3,3,4,2,2,5,2,1,2.29411764705882,.728843863402443
100799,1,100910,2,1,S,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,0,2,2, ,2,9,2,2,21,3,2,1,1,3,3,2,1,1,1,1,2,1,7.17647058823529,2.27997311115636
100800,1,100810,2,3,R,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,16,0,1, , ,3,3,2,2,77,3,2,1,4,3,3,3,2,2,2,6,2,1,1.35294117647059,.429830996365543
100806,1,100810,2,3,S,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1, , ,2,3,2,1,62,5,2,1,99,3,3,3,9,2,2,5,3,1,3,.953103513680118
100816,1,100810,2,3,R,2,2, , , , , , , , , , , , , , , , , , , , , , ,1, , ,2,3,2,1,69,6,2,2,2, , , ,1,2,2,6,4,2,1,.317701171226706
100817,1,100810,2,3,S,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1, , ,2,3,2,2,65,3,2,1,6,3,3,3,3,2,2,6,2,1,1.58823529411765,.504584213124768
100828,1,100810,2,3,S,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1, , ,1,3,2,1,70,5,2,1,6,3,3,3,3,2,2,6,3,1,1.52941176470588,.485895908934962
100829,1,100810,2,3,U,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2, ,0,1, , ,3,3,2,1,66,3,2,1,4,3,3,3,2,2,2,6,2,1,2.47058823529412,.784908775971862
100835,1,100810,2,1,S,2,2, , , , , , , , , , , , , , , , , , , , , , ,1, , ,1,3,2,2,82,5,2,1,99, , , ,1,2,2,6,3,1,1.17647058823529,.373766083796125
100836,1,100910,2,3,S,1,1,1,1,2,2,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,1,60,5,1, , ,2,1,2,1,25,5,2,1,6,2,1,3,3,2,2,2,3,1,5.82352941176471,1.85014211479082
100842,1,100910,2,1,R,2,2, , , , , , , , , , , , , , , , , , , , , , ,1, , ,3,5,2,1,49,2,2,1,1, , , ,1,2,2,4,1,1,4.05882352941176,1.28949298909663
100845,1,100810,2,1,U,2,2, , , , , , , , , , , , , , , , , , , , , , ,1, , ,2,3,2,2,99,3,2,2,1, , , ,1,2,2,9,2,2,2.82352941176471,.897038601110699
100847,1,100910,2,1,S,1,1,2,1,1,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2, ,5,1, , ,1,3,2,2,62,6,2,2,4,2,3,3,2,2,2,5,4,2,1.35294117647059,.429830996365543
100860,1,100810,2,1,S,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1, , ,1,5,2,1,55,3,2,1,1,3,3,3,1,2,2,5,2,1,2.23529411764706,.710155559212637
100902,1,100810,2,2,S,1,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,1,500,13,1, , ,2,1,2,1,55,5,2,2,7,3,2,3,4,2,2,5,3,2,1.70588235294118,.541960821504381
100905,1,100810,2,3,S,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,0,1, , ,2,1,1,2,35,6,2,1,9,2,1,2,4,2,2,3,4,1,3.47058823529412,1.10260994719857
100906,1,100810,2,1,R,2,2, , , , , , , , , , , , , , , , , , , , , , ,1, , ,1,1,1,2,33,6,2,1,2, , , ,1,2,2,2,4,1,1.23529411764706,.392454387985931
100909,1,100810,2,4,S,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2,1, ,2,4,2,2,37,5,1,1,1,3,3,3,1,1,2,3,3,3,8.17647058823529,2.59767428238307
100925,1,100810,2,4,S,1,1,1,1,2,1,1,1,1,2,2,2,1,1,1,2,1,2,2,2,1,2, ,9998,1, , ,2,3,2,2,62,7,1,1,99,1,2,2,4,2,2,5,4,3,2.47058823529412,.784908775971862
100932,1,100810,2,2,S,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2, ,0,1, , ,2,3,2,2,76,3,2,1,5,3,3,3,2,2,2,6,2,1,2.41176470588235,.766220471782055
100937,1,100910,2,4,S,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1, , ,2,3,2,2,75,5,2,1,99,3,3,3,9,2,2,6,3,1,1.82352941176471,.579337429883993
100941,1,100810,2,4,R,2,2, , , , , , , , , , , , , , , , , , , , , , ,2,2, ,2,3,2,2,73,3,2,1,2, , , ,1,1,1,6,2,1,3.41176470588235,1.08392164300876
100955,1,101010,2,3,U,2,2, , , , , , , , , , , , , , , , , , , , , , ,1, , ,1,3,2,2,86,7,2,1,5, , , ,2,2,2,6,4,1,1,.317701171226706
100962,1,100910,2,4,U,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,2,2,2,2,1,8,1,15,15,1, , ,2,1,2,2,26,6,2,1,7,1,1,3,4,2,2,2,4,1,4.35294117647059,1.38293451004566
100993,1,100810,2,2,S,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2,2, ,1,1,1,2,30,3,2,2,2,3,3,3,1,1,1,2,2,2,3.23529411764706,1.02785673043934
100999,1,100910,2,4,S,1,1,1,1,2,1,2,2,2,2,2,1,2,1,1,1,2,2,2,1,2,1,9998,9998,1, , ,1,1,2,2,99,7,2,1,9,1,1,1,4,2,2,9,4,1,1,.317701171226706
101001,1,100810,2,4,S,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2, ,0,1, , ,2,3,2,1,78,7,2,1,4,3,2,3,2,2,2,6,4,1,3.11764705882353,.99048012205973
101002,1,100810,2,4,S,2,2, , , , , , , , , , , , , , , , , , , , , , ,1, , ,5,4,2,2,46,5,2,1,99, , , ,1,2,2,4,3,1,3.23529411764706,1.02785673043934
101005,1,100810,2,4,U,2,2, , , , , , , , , , , , , , , , , , , , , , ,1, , ,1,3,2,2,81,2,2,1,1, , , ,1,2,2,6,1,1,2.35294117647059,.747532167592249
101015,1,100910,2,2,S,1,1,1,1,2,2,2,2,1,1,2,1,1,2,1,2,1,2,2,1,2,1,20,4,1, , ,2,1,1,1,34,6,2,1,7,2,2,3,4,2,2,2,4,1,2.58823529411765,.822285384351474
101022,1,100910,2,3,U,2,2, , , , , , , , , , , , , , , , , , , , , , ,1, , ,1,3,2,2,74,5,2,1,5, , , ,2,2,2,6,3,1,1.11764705882353,.355077779606318
101042,1,100910,2,2,U,2,2, , , , , , , , , , , , , , , , , , , , , , ,1, , ,1,2,2,2,56,5,2,2,2, , , ,1,2,2,5,3,2,1.35294117647059,.429830996365543
101050,1,101010,2,3,S,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1, , ,2,3,2,2,65,5,2,5,5,3,3,3,2,2,2,6,3,4,1.35294117647059,.429830996365543
101053,1,100910,2,3,R,2,2, , , , , , , , , , , , , , , , , , , , , , ,1, , ,3,3,2,2,64,4,2,1,2, , , ,1,2,2,5,2,1,1.76470588235294,.560649125694187
101055,1,100910,2,3,S,1,1,1,1,2,2,8,2,1,8,2,2,2,1,2,2,2,2,2,2,2,1,9998,0,1, , ,2,1,2,2,60,7,2,1,9,2,2,3,4,2,2,5,4,1,1.70588235294118,.541960821504381
101056,1,101010,2,3,S,2,2, , , , , , , , , , , , , , , , , , , , , , ,2,2, ,1,3,2,2,88,3,2,1,1, , , ,1,1,1,6,2,1,1.76470588235294,.560649125694187
101070,1,100910,2,3,S,2,2, , , , , , , , , , , , , , , , , , , , , , ,2,2, ,1,3,2,1,70,3,2,1,3, , , ,1,1,1,6,2,1,2.05882352941176,.654090646643218
101077,1,100910,2,3,R,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2,1, ,2,2,2,1,18,2,2,5,1,3,3,3,1,1,2,1,1,4,8.17647058823529,2.59767428238307
101079,1,100910,2,3,R,2,2, , , , , , , , , , , , , , , , , , , , , , ,2,2, ,1,5,2,1,56,3,2,1,1, , , ,1,1,1,5,2,1,2.52941176470588,.803597080161668
101082,1,101010,2,1,S,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,0,1, , ,2,1,1,2,36,6,2,1,7,2,1,3,4,2,2,3,4,1,3.82352941176471,1.2147397723374
101083,1,101010,2,3,U,2,2, , , , , , , , , , , , , , , , , , , , , , ,1, , ,1,3,2,2,89,3,2,1,4, , , ,2,2,2,6,2,1,1.94117647058824,.616714038263605
101096,1,100910,2,2,U,1,1,1,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2, ,0,2,2, ,1,3,2,2,87,5,2,9,5,1,3,3,2,1,1,6,3,9,1.47058823529412,.467207604745156
101097,1,100910,2,3,R,2,2, , , , , , , , , , , , , , , , , , , , , , ,1, , ,2,4,2,2,63,3,2,1,99, , , ,2,2,2,5,2,1,1.76470588235294,.560649125694187
101109,1,100910,2,2,R,2,2, , , , , , , , , , , , , , , , , , , , , , ,2,1, ,2,3,2,1,63,3,2,1,5, , , ,2,1,2,5,2,1,4.82352941176471,1.53244094356411
101113,1,101010,2,4,S,2,2, , , , , , , , , , , , , , , , , , , , , , ,2,2, ,2,3,2,1,60,3,2,1,2, , , ,1,1,1,5,2,1,5.88235294117647,1.86883041898062
101125,1,100910,2,4,S,1,1,1,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,20,2,1, , ,2,4,1,2,41,5,1,1,7,1,1,3,4,2,2,3,3,3,5.05882352941176,1.60719416032334
101128,1,100910,2,1,S,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1, , ,2,2,2,2,56,3,2,1,3,3,2,3,1,2,2,5,2,1,2.29411764705882,.728843863402443
101139,1,100910,2,4,U,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1, , ,1,3,2,2,70,6,2,1,99,3,3,3,9,2,2,6,4,1,1,.317701171226706
101150,1,100910,2,3,U,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2, ,24,1, , ,2,1,1,2,52,7,2,5,7,3,1,1,4,2,2,4,4,4,2.88235294117647,.915726905300505
101152,1,100910,2,4,U,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2,2, ,1,4,1,2,36,5,1,1,1,3,1,3,1,1,1,3,3,3,4.52941176470588,1.43899942261508
101155,1,100910,2,1,S,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1, , ,1,3,2,2,75,6,2,1,99,3,3,3,3,2,2,6,4,1,1,.317701171226706
101180,1,101010,2,4,S,1,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2, ,0,1, , ,2,2,1,2,28,5,1,6,6,3,1,2,3,2,2,2,3,3,5.58823529411765,1.77538889803159
101187,1,101010,2,4,S,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,8,2,2, ,0,1, , ,1,3,2,2,71,5,2,1,7,3,3,3,4,2,2,6,3,1,1.17647058823529,.373766083796125
101188,1,101010,2,4,U,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1, , ,3,4,1,2,50,6,9,9,99,3,2,3,9,2,2,4,4,9,2.88235294117647,.915726905300505
101193,1,101010,2,2,R,2,2, , , , , , , , , , , , , , , , , , , , , , ,1, , ,2,1,2,2,61,4,2,1,99, , , ,9,2,2,5,2,1,1.52941176470588,.485895908934962
200003,2,100710,1,4,U,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,9998,9998, , ,1,3,4,2,2,53,5,2,1,9,3,3,3,4,2,2,4,3,1,2.41176470588235,.766220471782055
200005,2,100710,1,3,R,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,63,3,2,2,4, , , ,2,2,2,5,2,2,1.23529411764706,.392454387985931
200029,2,100710,1,3,S,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,2,2,3,2,1,84,2,2,1,2, , , ,1,3,3,6,1,1,4.76470588235294,1.5137526393743
200031,2,100710,1,3,S,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,2,2,1,1,1,800,5, , ,2,2,4,1,2,37,5,2,1,7,2,3,3,4,3,3,3,3,1,8.17647058823529,2.59767428238307
200043,2,100910,2,4,S,1,1,1,1,1,2,2,2,1,2,2,1,2,1,1,2,1,2,2,2,2,1,120,20, , ,1,2,1,1,1,37,6,2,1,8,2,1,1,4,2,2,3,4,1,3.35294117647059,1.06523333881896
200060,2,100710,1,2,U,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,9998, , ,1,2,4,2,2,56,5,2,1,5,3,2,2,2,2,2,5,3,1,1.76470588235294,.560649125694187
200061,2,100710,1,3,U,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,0, , ,2,2,1,2,2,25,6,2,2,4,3,1,2,2,3,3,2,4,2,3.94117647058824,1.25211638071702
200068,2,100710,1,2, ,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2, ,0, , ,1,2,1,2,2,54,3,2,1,5,3,2,3,2,2,2,4,2,1,2.47058823529412,.784908775971862
200088,2,100710,1,4,S,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , ,2,2,1,2,2,57,6,2,1,4,3,3,3,2,3,3,5,4,1,2.76470588235294,.878350296920893
200097,2,100710,1,3,S,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , ,1,2,1,1,2,45,7,2,2,3,3,1,3,1,2,2,4,4,2,1.82352941176471,.579337429883993
200099,2,100710,1,3, ,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,2,1,2,2,1,42,2,2,2,2, , , ,1,3,3,3,1,2,8.17647058823529,2.59767428238307
200101,2,100710,1,3,S,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,1,3,2,1,1,39,3,2,2,1, , , ,1,2,2,3,2,2,3.47058823529412,1.10260994719857
200111,2,100810,2,1,U,1,1,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2, ,20, , ,1,4,1,2,1,19,3,2,1,99,2,1,3,2,2,2,1,2,1,4.76470588235294,1.5137526393743
200113,2,100710,1,3,U,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2, ,30, , ,2,3,1,2,2,35,6,2,2,7,3,1,3,4,3,3,3,4,2,3.82352941176471,1.2147397723374
200121,2,100710,1,2,R,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , ,1,3,4,1,2,45,6,2,1,3,3,2,3,1,2,2,4,4,1,2.05882352941176,.654090646643218
200133,2,100710,1,1,S,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , ,2,1,3,2,2,72,6,2,1,99,3,3,3,9,3,3,6,4,1,2,.635402342453412
200155,2,100710,1,3,S,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , ,2,2,1,2,2,55,3,2,1,7,3,3,3,4,3,3,5,2,1,3.35294117647059,1.06523333881896
200164,2,100710,1,3,R,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,2,1,21,5,2,1,99, , , ,9,2,2,1,3,1,2.64705882352941,.84097368854128
200187,2,100710,1,2,S,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , ,1,3,2,1,2,50,6,2,1,99,3,1,1,9,2,2,4,4,1,2.05882352941176,.654090646643218
200200,2,100710,1,1, ,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2, ,0, , ,2,2,1,1,2,37,3,2,1,3,3,3,3,1,3,3,3,2,1,6.52941176470588,2.07440176506849
200207,2,100710,1,3,R,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , ,1,2,1,1,1,47,7,2,1,8,3,1,3,4,2,2,4,4,1,1.64705882352941,.523272517314574
200211,2,100710,1,3,U,1,1,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2, ,20, , ,2,2,1,2,2,51,5,2,2,7,2,1,3,4,3,3,4,3,2,2.94117647058824,.934415209490311
200219,2,101010,2,2,S,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , ,1,2,3,2,1,78,3,2,1,4,3,3,3,2,2,2,6,2,1,1.94117647058824,.616714038263605
200250,2,100710,1,3, ,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , ,1,2,3,2,2,63,6,1,1,99,3,3,3,9,2,2,5,4,3,1.64705882352941,.523272517314574
200254,2,101010,2,2,S,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,2,1,3,2,2,46,3,2,1,1, , , ,1,3,3,4,2,1,8.17647058823529,2.59767428238307
200261,2,100710,1,3,R,1,1,2,1,1,2,2,2,1,1,2,2,1,2,1,2,1,2,2,2,2,2, ,9998, , ,2,1,1,2,2,65,6,2,1,6,3,2,3,3,3,3,6,4,1,1.47058823529412,.467207604745156
200264,2,100910,2,3, ,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , ,1,2,3,2,1,75,6,2,1,99,3,1,3,9,2,2,6,4,1,1.23529411764706,.392454387985931
200269,2,100710,1,3,S,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,0, , ,1,2,4,9,2,48,7,2,1,99,3,9,3,9,2,2,4,4,1,2.58823529411765,.822285384351474
200285,2,100710,1,3,S,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,2,1,2,2,1,1,1,300,30, , ,1,2,1,1,1,50,6,2,5,9,1,2,3,4,2,2,4,4,4,2.47058823529412,.784908775971862
200290,2,100910,2,3,U,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,1,2,3,2,1,67,5,2,2,7, , , ,4,2,2,6,3,2,1.52941176470588,.485895908934962
200302,2,100710,1,3,S,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,0, , ,2,2,1,2,2,44,5,2,2,8,1,3,3,4,3,3,3,3,2,3.88235294117647,1.23342807652721
200306,2,100710,1,3,U,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,2,4,3,1,2,69,3,2,1,99, , , ,9,3,3,6,2,1,2.70588235294118,.859661992731086
200319,2,100710,1,4,S,1,1,1,2,1,2,2,2,1,1,2,1,1,1,1,2,2,2,2,2,1,2, ,20, , ,1,3,1,2,1,58,3,2,1,9,3,2,3,4,2,2,5,2,1,3.29411764705882,1.04654503462915
200324,2,100710,1,4,U,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , ,2,1,5,2,1,50,3,2,1,1,3,3,3,1,3,3,4,2,1,6.58823529411765,2.0930900692583
200341,2,100810,2,4,U,1,1,1,1,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2, ,0, , ,2,1,1,2,1,26,5,2,2,5,3,1,2,2,3,3,2,3,2,8.17647058823529,2.59767428238307
200346,2,100810,2,3,S,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,0, , ,1,3,1,2,1,40,3,2,1,5,3,1,3,2,2,2,3,2,1,4.58823529411765,1.45768772680489
200353,2,100810,2,1, ,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , ,1,2,3,2,1,83,5,2,1,99,3,3,3,9,2,2,6,3,1,4.23529411764706,1.34555790166605
200357,2,100810,2,1, ,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2, ,30, , ,1,2,1,2,1,63,6,2,1,99,3,3,3,9,2,2,5,4,1,2.05882352941176,.654090646643218
200361,2,100810,2,1,U,1,1,2,1,1,2,2,8,1,1,1,1,2,2,1,2,2,2,2,2,2,2, ,30, , ,1,2,1,1,1,40,3,2,2,4,3,2,3,2,2,2,3,2,2,5.88235294117647,1.86883041898062
200370,2,100810,2,3,S,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,40,0, , ,2,2,1,1,1,47,5,2,2,5,2,1,3,2,3,3,4,3,2,2.76470588235294,.878350296920893
200371,2,100810,2,3,R,1,1,1,2,2,2,2,1,2,2,2,9,2,2,2,2,2,2,2,8,8,2, ,0, , ,1,2,3,2,1,73,7,2,1,8,3,3,3,4,2,2,6,4,1,2.64705882352941,.84097368854128
200376,2,100810,2,4,S,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2, ,19, , ,1,2,1,2,1,37,6,1,1,8,3,1,1,4,2,2,3,4,3,4.35294117647059,1.38293451004566
200384,2,100810,2,2,R,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2, ,0, , ,1,2,1,2,1,62,6,2,1,7,3,2,3,4,2,2,5,4,1,1.52941176470588,.485895908934962
200387,2,100910,2,3,S,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,2,2,5,2,2,47,3,2,1,2, , , ,1,3,3,4,2,1,5.94117647058824,1.88751872317043
200388,2,100910,2,2,R,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , ,2,2,3,2,1,72,5,2,1,3,3,3,3,1,3,3,6,3,1,2.47058823529412,.784908775971862
200390,2,100810,2,1,S,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,40,40, , ,1,3,2,2,2,21,5,2,1,99,3,1,1,9,2,2,1,3,1,3.82352941176471,1.2147397723374
200411,2,100810,2,3,U,1,1,1,1,2,2,2,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2, ,10, , ,1,2,2,1,2,37,6,2,3,8,2,1,3,4,2,2,3,4,4,3.58823529411765,1.13998655557818
200414,2,100810,2,3,U,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,2,1,4,2,2,62,3,2,2,1, , , ,1,3,3,5,2,2,4.05882352941176,1.28949298909663
200420,2,100810,2,3,S,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,2,2,3,2,2,77,2,2,1,2, , , ,1,3,3,6,1,1,3.82352941176471,1.2147397723374
200421,2,100810,2,3,S,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , ,2,3,1,1,1,41,2,2,1,4,3,2,2,2,3,3,3,1,1,8.17647058823529,2.59767428238307
200431,2,100810,2,3,U,1,1,1,1,2,2,1,2,1,2,2,1,1,1,2,2,1,2,1,1,2,2, ,0, , ,1,1,1,1,2,34,6,2,3,3,2,3,3,1,2,2,2,4,4,2.76470588235294,.878350296920893
